character	initial	final	tone	roman	emc-entry
込	q	y	0	qỳ	0
达	t	rj	2	tӑj	1
辿	ḍ	in	0	ḍìn	0
迀	k	on	0	kòn	1
迂	q	y	0	qỳ	3
迃	q	y	0	qỳ	0
迄	g	rn	3	gӑt	1
迄	x	rn	3	xӑt	1
迅	s	on	2	son	2
迆		i	1	í	2
迆		i	0	ì	2
迆	tx	o	0	txò	2
迉	ṭx	rj	0	ṭxằj	0
迊		ig	0	ìg	1
迋	v	og	2	vog	2
迋	kv	og	1	kvóg	2
迋	kxv	ag	2	kxvag	2
迌	tx	on	3	txot	0
迍	ṭ	on	0	ṭòn	1
迍	d	yn	0	dỳn	1
迎	g	ig	0	gìg	2
迎	g	ig	2	gig	2
迏	t	rj	2	tӑj	0
近	c	rn	2	cӑn	2
近	k	rn	1	kắn	2
近	c	rn	1	cắn	2
迒	h	og	0	hòg	2
迓	g	a	2	ga	1
返	f	an	1	fán	1
返	f	an	0	fàn	1
迕	g		1	ǵ	1
迕	g		2	g	1
迖	t	rj	2	tӑj	0
迗	g	o	0	gò	0
迚	ṭ	ug	0	ṭùg	0
迠	k	in	2	kin	0
迡	n	rj	2	nӑj	1
迢	d	iv	0	dìv	1
迢	ẓ	iv	0	ẓìv	1
迣	l	in	3	lit	1
迣	l	rj	2	lӑj	1
迤		ej	1	éj	0
迤		ej	0	èj	0
迤	tx	o	0	txò	0
迥	kv	ig	1	kvíg	1
迦	h	aj	2	haj	2
迦	k	a	0	kà	2
迧	ḍ	rn	0	ḍằn	0
迨	d	oj	2	doj	1
迨	d	oj	1	dój	1
迪	d	ig	3	dik	1
迫	p	ag	3	pak	1
迫	p	ig	3	pik	1
迬	ṭ	y	2	ṭy	0
迭	d	in	3	dit	1
迭	j	rn	3	jӑt	1
迮	ŧ	ag	3	ŧak	2
迯	d	u	0	dù	0
述	ẓ	on	3	ẓot	1
迱	d	o	0	dò	1
迲	x	ơj	2	xơj	0
迴	h	uj	0	hùj	2
迵	d	ug	2	dug	1
迶	j	rv	2	jӑv	0
迷	m	rj	0	mằj	1
迸	p	ig	2	pig	1
迸	p	ig	1	píg	1
迹	ŧ	ig	3	ŧik	1
迺	n	aj	1	náj	1
迻		i	0	ì	1
迼	kx	in	3	kxit	0
追	ṭ	uj	0	ṭùj	1
迾	l	in	3	lit	1
迾	l	an	3	lat	1
迿	z	on	2	zon	2
退	tx	uj	2	txuj	1
送	s	ug	2	sug	1
适	kx	un	3	kxut	2
逃	d	u	0	dù	1
逄	b	og	0	bòg	1
逅	h	rv	2	hӑv	1
逆	g	ig	3	gik	1
逆	g	ag	3	gak	1
逇	d	on	2	don	0
逈	kv	ig	1	kvíg	0
逋	p	u	0	pù	1
逌	j	rv	0	jằv	0
逍	s	iv	0	sìv	1
逎	đ	rv	0	đằv	1
透	tx	rv	2	txӑv	2
逐	ḍ	ug	3	ḍuk	1
逐	d	ig	3	dik	1
逑	c	rv	0	cằv	1
逓	d	rj	2	dӑj	0
途	d	u	0	dù	1
逕	k	ig	2	kig	1
逕	k	ag	2	kag	1
逖	tx	ig	3	txik	1
逗	d	rv	2	dӑv	2
逘		ej	0	èj	0
這	ḍh	e	1	ḍhé	1
這	ṭ	e	2	ṭe	1
這	ṭ	e	1	ṭé	1
通	tx	ug	0	txùg	1
逛	kxv	ag	2	kxvag	1
逛	cv	ag	2	cvag	1
逜	g		2	g	1
逝	ẓ	rj	2	ẓӑj	1
逞	ṭx	ig	1	ṭxíg	1
速	ŧx	ug	3	ŧxuk	2
造	đ	u	2	đu	2
造	ŧ	u	1	ŧú	2
造	ŧx	u	2	ŧxu	2
造	đ	u	1	đú	2
逡	s	on	0	sòn	1
逡	ŧx	on	0	ŧxòn	1
逢	w	ug	0	wùg	1
逢	b	ug	0	bùg	1
連	l	in	0	lìn	1
逤	ṣ	o	2	ṣo	0
逥		uj	0	ùj	0
逧	k	ug	3	kuk	0
逨	l	oj	0	lòj	2
逩	p	rn	2	pӑn	0
逩	p	rn	0	pằn	0
逪	ŧx	og	3	ŧxok	1
逫	ṭ	yn	3	ṭyt	1
逬	p	ig	2	pig	0
逬	p	ig	1	píg	0
逭	h	un	2	hun	1
逮	d	rj	2	dӑj	2
逮	d	oj	2	doj	2
逯	l	ug	3	luk	1
逰	j	rv	0	jằv	0
週	ṭ	rv	0	ṭằv	0
進	ŧ	on	2	ŧon	1
逳	qj	ug	3	qjuk	1
逴	ṭx	ơg	3	ṭxơk	2
逵	cv	i	0	cvì	1
逶	qv	i	0	qvì	1
逶	qv	i	1	qví	1
逷	tx	ig	3	txik	1
逸	j	rn	3	jӑt	1
逹	d	an	3	dat	0
逺		yn	1	ýn	0
逼	p	ig	3	pik	1
逽	n	ơg	3	nơk	1
逾		y	0	ỳ	1
逿	d	og	2	dog	1
逿	tx	ig	3	txik	1
逿	d	og	0	dòg	1
遀	ḍ	ơj	0	ḍờj	0
遁	d	on	2	don	2
遂	z	uj	2	zuj	1
遃	g	in	1	gín	1
遄	ḍ	yn	0	ḍỳn	1
遅	ḍ	ej	0	ḍèj	0
遆	d	rj	0	dằj	0
遇	g	y	2	gy	1
遈	ḍ	ig	3	ḍik	1
遉	ṭ	ig	0	ṭìg	1
遊	j	rv	0	jằv	1
運	v	rn	2	vӑn	1
遌	g	og	3	gok	1
遍	px	in	2	pxin	1
過	kv	o	2	kvo	2
過	kv	o	1	kvó	2
過	kv	o	0	kvò	2
遏	q	an	3	qat	1
遏	kx	in	3	kxit	1
遐	h	a	0	hà	1
遑	hv	og	0	hvòg	1
遒	đ	rv	0	đằv	2
道	d	u	2	du	1
道	t	u	1	tú	1
道	t	u	2	tu	1
達	d	an	3	dat	2
達	tx	an	3	txat	2
違	v	i	0	vì	1
遖	n	am	0	nàm	0
遘	k	rv	2	kӑv	1
遙		iv	0	ìv	1
遚	ṭx	rv	2	ṭxӑv	1
遛	l	rv	2	lӑv	1
遛	l	rv	0	lằv	1
遛	l	iv	0	lìv	1
遜	s	on	2	son	1
遝	d	am	3	dap	1
遞	d	rj	2	dӑj	2
遟	ḍ	i	0	ḍì	2
遠		yn	1	ýn	2
遠	q	yn	1	qýn	2
遠		yn	2	yn	2
遡	s	u	2	su	1
遢	tx	am	3	txap	1
遢	tx	an	3	txat	1
遣	x	in	1	xín	2
遤	m	a	1	má	0
遥		iv	0	ìv	0
遦	kv	an	2	kvan	1
遧	ṭ	ơg	0	ṭờg	0
遨	g	u	0	gù	1
遨	g	u	2	gu	1
適	ṣ	ig	3	ṣik	3
適	t	ig	3	tik	3
適	tx	ig	3	txik	3
適	ṭ	ag	3	ṭak	3
適	ḍ	ag	3	ḍak	3
遪	ṭx	am	3	ṭxap	1
遫	ṭx	ig	3	ṭxik	1
遬	ŧx	ug	3	ŧxuk	1
遭	ŧ	u	0	ŧù	1
遮	ṭ	e	0	ṭè	1
遯	d	on	2	don	2
遰	d	rj	2	dӑj	1
遰	ẓ	rj	2	ẓӑj	1
遱	l	rv	0	lằv	1
遲	ḍ	i	0	ḍì	1
遳	ŧx	o	0	ŧxò	1
遴	l	on	0	lòn	1
遴	l	on	2	lon	1
遵	ŧ	on	0	ŧòn	1
遵	ŧ	yn	0	ŧỳn	1
遶	qṇ	iv	1	qṇív	1
遶	ṇ	iv	1	ṇív	1
遷	ŧx	in	0	ŧxìn	1
選	s	yn	1	sýn	2
選	s	yn	2	syn	2
遹	v	rn	3	vӑt	1
遺	v	i	0	vì	2
遺	v	i	2	vi	2
遻	g	og	3	gok	1
遻	g		2	g	1
遼	l	iv	0	lìv	1
遽	c	y	2	cy	1
遾	ẓ	rj	2	ẓӑj	1
避	b	i	2	bi	1
邀	q	iv	0	qìv	2
邁	m	aj	2	maj	1
邂	h	aj	1	háj	1
邂	h	aj	2	haj	1
邃	z	uj	2	zuj	1
還	hv	an	0	hvàn	2
還	z	yn	0	zỳn	2
邅	ṭ	in	0	ṭìn	3
邆	d	rg	0	dằg	0
邇	ṇ	i	1	ṇí	1
邈	m	iv	1	mív	1
邈	m	og	3	mok	1
邉	p	in	0	pìn	0
邊	p	in	0	pìn	1
邊	b	in	2	bin	1
邋	l	am	3	lap	2
邋	l	an	3	lat	2
邋	ql	an	3	qlat	2
邋	l	im	3	lip	2
邌	l	rj	0	lằj	1
邍		yn	0	ỳn	0
邎	j	rv	0	jằv	1
邏	l	o	0	lò	1
邐	l	i	1	lí	1
邑	qj	rm	3	qjӑp	1
邑	q	rm	3	qӑp	1
邒	d	ig	0	dìg	0
邔	x	i	1	xí	1
邕	qj	ug	0	qjùg	1
邖	ṣ	an	0	ṣàn	1
邗	h	on	0	hòn	2
邘	q	y	0	qỳ	1
邙	m	og	0	mòg	2
邚		y	0	ỳ	0
邛	c	ug	0	cùg	1
邜	ḍ	ig	3	ḍik	0
邞	f	u	0	fù	1
邟	kx	og	2	kxog	3
邠	p	rn	0	pằn	1
邡	fx	og	0	fxòg	2
邢	h	ig	0	hìg	1
那	n	a	1	ná	3
那	n	o	0	nò	3
那	n	a	0	nà	3
那	qn	a	0	qnà	3
那	qn	o	0	qnò	3
邤	qj	rn	0	qjằn	1
邥	ṣ	rm	1	ṣắm	1
邦	p	og	0	pòg	1
邧	g	yn	0	gỳn	2
邨	ṭx	yn	0	ṭxỳn	1
邩	xv	o	1	xvó	1
邪	đ	e	0	đè	2
邪	j	e	0	jè	2
邫	p	og	0	pòg	0
邭	k	y	2	ky	1
邯	h	on	0	hòn	2
邰	d	oj	0	dòj	1
邱	qj	rv	0	qjằv	1
邲	p	i	2	pi	3
邲	b	rn	3	bӑt	3
邲	b	in	2	bin	3
邳	b	i	0	bì	1
邴	p	ig	1	píg	2
邵	ẓ	iv	2	ẓiv	1
邶	p	uj	2	puj	1
邷	g	a	1	gá	1
邸	t	rj	1	tắj	1
邼	x	og	0	xòg	1
邽	kv	ej	0	kvèj	1
邾	ṭ	y	0	ṭỳ	1
邿	ṣ	i	0	ṣì	1
郀	xv	u	0	xvù	1
郁	qj	ug	3	qjuk	1
郂	k	oj	0	kòj	1
郃	h	om	3	hop	2
郃	k	om	3	kop	2
郄	kv	ig	3	kvik	0
郅	ḍ	rn	3	ḍӑt	1
郅	k	rn	3	kӑt	1
郆	k	rn	3	kӑt	1
郇	s	on	0	sòn	2
郇	hv	rn	0	hvằn	2
郈	h	rv	2	hӑv	1
郉		ig	0	ìg	1
郊	k	av	0	kàv	1
郋	h	rj	0	hằj	1
郌	kv	ej	0	kvèj	0
郍	n	a	1	ná	0
郎	l	og	0	lòg	1
郎	ql	og	1	qlóg	1
郒	l	og	0	lòg	0
郔		in	0	ìn	1
郕	ẓ	ig	0	ẓìg	1
郖	t	rv	0	tằv	2
郖	d	rv	2	dӑv	2
郗	ṭx	i	0	ṭxì	1
郗	x	i	0	xì	1
郘	l	y	1	lý	1
郙	fx	u	1	fxú	2
郚	g		0	g̀	1
郛	fx	u	0	fxù	1
郜	k	u	2	ku	2
郝	kx	og	3	kxok	3
郝	k	og	3	kok	3
郞	l	og	0	lòg	0
郟	k	am	3	kap	1
郠	k	rg	1	kắg	1
郡	cv	rn	2	cvӑn	1
郢		ig	1	íg	1
郢	ṭx	ig	1	ṭxíg	1
郣	b	un	3	but	1
郤	kv	ig	3	kvik	1
郥	kxv	ig	3	kxvik	0
部	b	u	2	bu	2
郩	h	av	0	hàv	1
郪	ŧx	rj	0	ŧxằj	2
郫	b	i	0	bì	3
郬	ṭx	ig	0	ṭxìg	0
郭	kv	og	3	kvok	1
郭	kv	ig	3	kvik	1
郮	ṭ	rv	0	ṭằv	1
郯	d	am	0	dàm	1
郰	ṭ	rv	0	ṭằv	1
郱	b	ig	0	bìg	1
郲	l	oj	0	lòj	2
郳	g	rj	0	gằj	1
郴	ṣ	rm	0	ṣằm	1
郵	j	rv	0	jằv	1
郶	b	u	2	bu	0
郷	x	ơg	0	xờg	0
郹	kv	ig	3	kvik	1
郺	qj	ug	0	qjùg	2
郻	x	iv	0	xìv	1
郼	q	i	0	qì	1
都	t	u	0	tù	1
郾	q	in	1	qín	2
郿	m	i	0	mì	2
鄀	ṇ	og	3	ṇok	1
鄁	p	uj	2	puj	1
鄂	g	og	3	gok	1
鄃	ṣ	y	0	ṣỳ	2
鄄	k	yn	2	kyn	1
鄅		y	1	ý	1
鄆	v	rn	2	vӑn	1
鄇	h	rv	2	hӑv	2
鄈	cv	i	0	cvì	1
鄉	x	ơg	0	xờg	1
鄉	x	ơg	2	xơg	1
鄊	x	ơg	0	xờg	0
鄋	ṣ	rv	0	ṣằv	0
鄌	d	og	0	dòg	0
鄍	m	ig	0	mìg	1
鄎	s	ig	3	sik	1
鄏	ṇ	ug	3	ṇuk	1
鄐	ṭx	ug	3	ṭxuk	2
鄑	ŧ	i	0	ŧì	1
鄒	ṭ	rv	0	ṭằv	1
鄓	q	im	3	qip	1
鄔	q	u	0	qù	3
鄔	x	ơg	0	xờg	3
鄔	x	ơg	2	xơg	3
鄖	v	rn	0	vằn	1
鄗	h	u	2	hu	3
鄗	x	av	0	xàv	3
鄘	j	ug	0	jùg	1
鄙	px	i	1	pxí	1
鄚	m	og	3	mok	1
鄛	ḍ	av	0	ḍàv	1
鄜	fx	u	0	fxù	2
鄝	l	iv	1	lív	1
鄞	g	rn	0	gằn	2
鄟	ṭ	yn	0	ṭỳn	3
鄠	h	u	2	hu	1
鄡	x	iv	0	xìv	1
鄢	q	in	0	qìn	3
鄣	ṭ	ơg	0	ṭờg	1
鄣	ṭ	ơg	2	ṭơg	1
鄤	m	an	2	man	0
鄥	x	iv	0	xìv	0
鄦	x	y	1	xý	1
鄧	d	rg	2	dӑg	1
鄨	p	rj	2	pӑj	2
鄩	đ	rm	0	đằm	1
鄪	p	i	2	pi	1
鄫	đ	rg	0	đằg	1
鄬	v	i	0	vì	2
鄭	ḍ	eg	2	ḍeg	1
鄭	ḍ	ig	2	ḍig	1
鄮	m	rv	2	mӑv	1
鄯	ẓ	in	2	ẓin	2
鄰	l	on	0	lòn	1
鄱	b	o	0	bò	1
鄱	p	o	2	po	1
鄲	t	an	0	tàn	1
鄳	m	ag	0	màg	2
鄴	g	im	3	gip	1
鄵	ŧx	u	2	ŧxu	1
鄶	kx	uj	1	kxúj	1
鄶	kx	uj	2	kxuj	1
鄷	f	ug	0	fùg	0
鄸	m	ug	0	mùg	1
鄹	ŧ	rv	0	ŧằv	3
鄺	kxv	og	2	kxvog	2
鄺	kxv	og	1	kxvóg	2
鄻	l	in	1	lín	1
鄼	ŧ	an	2	ŧan	2
鄼	đ	o	0	đò	2
鄽	ḍ	in	0	ḍìn	1
鄾	qj	rv	0	qjằv	1
鄿	k	ej	0	kèj	0
酀	q	in	2	qin	1
酁	ḍ	am	0	ḍàm	2
酃	l	ig	0	lìg	1
酄	xv	un	0	xvùn	1
酅	cv	ej	0	cvèj	1
酆	fx	ug	0	fxùg	1
酇	ŧ	an	2	ŧan	1
酇	đ	o	0	đò	1
酈	l	ig	3	lik	2
酉	j	rv	1	jắv	1
酊	t	ig	1	tíg	1
酊	t	ig	0	tìg	1
酋	j	rv	0	jằv	1
酋	đ	rv	0	đằv	1
酌	ṭ	ơg	3	ṭơk	1
配	px	uj	2	pxuj	1
酎	ḍ	rv	2	ḍӑv	1
酏		i	0	ì	2
酐	k	on	0	kòn	1
酐	h	og	1	hóg	1
酑	q	y	0	qỳ	0
酒	ŧ	rv	1	ŧắv	1
酓	q	im	1	qím	2
酔	ṭ	ơj	2	ṭơj	0
酕	m	u	0	mù	1
酖	t	am	0	tàm	1
酖	ḍ	om	2	ḍom	1
酗	q	y	2	qy	1
酗	x	y	2	xy	1
酗	x	y	1	xý	1
酘	d	rv	0	dằv	1
酙	ṭ	rm	0	ṭằm	0
酚	f	rn	0	fằn	0
酛		yn	0	ỳn	0
酜	f	u	0	fù	0
酞	tx	aj	2	txaj	0
酟	tx	im	0	txìm	0
酠	kx	a	1	kxá	0
酡	d	o	0	dò	1
酢	đ	og	3	đok	1
酢	ŧx	u	2	ŧxu	1
酣	h	om	0	hòm	1
酤	k	u	0	kù	3
酥	s	u	0	sù	1
酧	ḍ	rv	0	ḍằv	0
酨	d	oj	2	doj	1
酨	đ	oj	2	đoj	1
酩	m	ig	1	míg	1
酩	m	ig	0	mìg	1
酪	ql	og	3	qlok	1
酪	l	u	2	lu	1
酫	ṭx	yn	3	ṭxyt	0
酬	ḍ	rv	0	ḍằv	1
酭	j	rv	2	jӑv	1
酮	d	ug	0	dùg	2
酯	ṭ	ej	1	ṭéj	0
酰	ṣ	in	0	ṣìn	0
酲	ḍ	ig	0	ḍìg	1
酳	j	rn	2	jӑn	1
酴	d	u	0	dù	1
酵	x	av	0	xàv	1
酵	k	av	2	kav	1
酶	m	uj	0	mùj	0
酷	h	ug	3	huk	1
酸	s	yn	0	sỳn	1
酹	ql	yn	3	qlyt	2
酹	l	yn	3	lyt	2
酹	l	aj	2	laj	2
酺	b	u	0	bù	1
酻	ṭ	ơj	0	ṭờj	0
酼	x	oj	1	xój	0
醀	v	ej	0	vèj	0
醁	l	ug	3	luk	1
醂	l	om	1	lóm	1
醃	q	im	0	qìm	2
醃	q	im	3	qip	2
醄	d	u	0	dù	0
醅	px	uj	0	pxùj	2
醆	ṭ	an	1	ṭán	2
醇	ẓ	on	0	ẓòn	1
醈	d	am	0	dàm	0
醉	ŧ	uj	2	ŧuj	1
醊	ṭ	yn	3	ṭyt	2
醊	ṭ	uj	2	ṭuj	2
醋	ŧx	u	2	ŧxu	1
醌	kxv	rn	0	kxvằn	0
醍	d	rj	0	dằj	2
醍	tx	rj	1	txắj	2
醎	h	am	0	hàm	1
醏	t	u	0	tù	1
醐	h	u	0	hù	1
醑	s	y	1	sý	1
醒	s	ig	1	síg	3
醒	s	eg	1	ség	3
醓	tx	am	1	txám	0
醔	j	rv	0	jằv	1
醕	ẓ	on	0	ẓòn	0
醖	v	rn	1	vắn	2
醖	qv	rn	2	qvӑn	2
醗	px	un	3	pxut	0
醘	x	rm	3	xӑp	0
醙	s	rv	0	sằv	1
醚	m	rj	0	mằj	0
醛	ḍ	yn	0	ḍỳn	0
醜	ṭx	rv	1	ṭxắv	1
醝	đ	o	0	đò	1
醝	v	rn	1	vắn	1
醝	qv	rn	2	qvӑn	1
醟	v	ig	2	vig	2
醠	q	og	2	qog	2
醡	ṭ	a	2	ṭa	0
醢	x	oj	1	xój	1
醣	d	og	0	dòg	0
醤	ṭ	ơg	2	ṭơg	0
醥	px	iv	1	pxív	1
醦	ṭx	rm	1	ṭxắm	2
醧	q	y	2	qy	2
醨	l	i	0	lì	1
醩	ŧ	u	0	ŧù	1
醪	l	u	0	lù	1
醫	q	i	0	qì	1
醬	ŧ	ơg	2	ŧơg	1
醭	b	ug	3	buk	1
醭	px	og	3	pxok	1
醮	ŧ	iv	2	ŧiv	2
醯	x	ej	0	xèj	1
醰	d	am	0	dàm	2
醱	px	un	3	pxut	0
醱	f	an	3	fat	0
醱	p	un	3	put	0
醲	n	ug	0	nùg	1
醳		ig	3	ik	1
醳	ṣ	ig	3	ṣik	1
醴	l	rj	1	lắj	1
醵	c	y	2	cy	3
醵	cx	ơg	3	cxơk	3
醶		im	2	im	2
醷	q	ig	3	qik	2
醸	j	og	2	jog	0
醹	ṇ	y	0	ṇỳ	2
醺	xv	rn	0	xvằn	1
醻	ḍ	rv	0	ḍằv	1
醼	q	in	2	qin	1
醽	l	ig	0	lìg	1
醾	m	ej	0	mèj	0
醿	m	i	0	mì	1
釀	j	og	2	jog	1
釀	qj	og	1	qjóg	1
釁	j	rn	2	jӑn	1
釂	ŧ	iv	2	ŧiv	1
釃	ṣ	i	0	ṣì	3
釄	m	ej	0	mèj	0
釅	g	im	2	gim	1
釆	b	in	2	bin	1
采	ŧx	oj	1	ŧxój	1
采	ŧx	oj	2	ŧxoj	1
釈	ṣ	ig	3	ṣik	0
釉	j	rv	2	jӑv	0
釉	qj	rv	1	qjắv	0
釋	ṣ	ig	3	ṣik	1
釋		ig	3	ik	1
里	l	i	1	lí	1
里	ql	i	1	qlí	1
重	ḍ	ug	1	ḍúg	3
重	ḍ	ug	2	ḍug	3
重	ḍ	ug	0	ḍùg	3
野	j	e	1	jé	2
野	qj	e	1	qjé	2
量	l	ơg	0	lờg	2
量	l	ơg	2	lơg	2
釐	l	i	0	lì	1
釐	x	i	0	xì	1
釐	x	i	1	xí	1
金	k	rm	0	kằm	1
釓	k	a	0	kà	0
釓	k	an	3	kat	0
釔		yn	3	yt	0
釔	q	yn	3	qyt	0
釕	l	iv	1	lív	1
釕	l	iv	2	liv	1
釖	t	u	0	tù	0
釗	ṭx	iv	0	ṭxìv	2
釘	t	ig	0	tìg	2
釘	t	eg	0	tèg	2
釙	px	og	3	pxok	0
釙	px	ug	3	pxuk	0
釚	c	rv	0	cằv	1
釛	p	an	3	pat	0
釜	f	u	1	fú	1
針	ṭ	rm	0	ṭằm	2
釞	ṭ	rm	3	ṭӑp	0
釟	p	an	3	pat	1
釠	l	yn	2	lyn	0
釡	f	u	1	fú	0
釢	n	aj	1	náj	0
釣	t	iv	2	tiv	1
釤	ṣ	am	0	ṣàm	1
釤	ṣ	am	2	ṣam	1
釤	ṣ	in	2	ṣin	1
釥	ŧx	iv	1	ŧxív	1
釦	kx	rv	2	kxӑv	1
釧	ṭx	yn	2	ṭxyn	1
釧	ṭx	yn	0	ṭxỳn	1
釨	ṭ	ej	1	ṭéj	0
釩	w	an	0	wàn	1
釪	v	a	0	và	1
釫	hv	a	0	hvà	2
釬	h	on	2	hon	1
釭	k	og	0	kòg	3
釮	ḍ	rj	0	ḍằj	0
釯	m	og	0	mòg	0
釰	j	rn	3	jӑt	0
釱	d	rj	2	dӑj	2
釱	d	aj	2	daj	2
釲	ḍ	ej	2	ḍej	0
釳	x	rn	3	xӑt	1
釴		ig	3	ik	1
釵	ṭx	aj	0	ṭxàj	1
釶	ṣ	ej	0	ṣèj	0
釶	ẓ	e	0	ẓè	0
釷	tx	u	1	txú	0
釸	ḍ	ig	3	ḍik	0
釹	n	ơj	1	nớj	0
釹	n	ơj	0	nờj	0
釺	ṭx	in	0	ṭxìn	0
釻		yn	0	ỳn	0
釼	j	rn	3	jӑt	0
釽	px	ig	3	pxik	0
釽	ṭ	av	1	ṭáv	0
釾	j	e	0	jè	1
釾	g	a	0	gà	1
釿	k	rn	0	kằn	2
鈀	p	a	1	pá	2
鈀	b	a	0	bà	2
鈁	f	og	0	fòg	1
鈂	đ	rm	0	đằm	2
鈃	h	ig	0	hìg	1
鈃	k	in	0	kìn	1
鈄	t	rv	1	tắv	1
鈅	g	yn	3	gyt	1
鈆		yn	0	ỳn	2
鈇	f	u	0	fù	1
鈇	f	u	1	fú	1
鈈	p	rn	3	pӑt	0
鈉	n	am	3	nap	1
鈊	ṣ	rm	0	ṣằm	0
鈋	g	o	0	gò	1
鈌	kx	yn	3	kxyt	1
鈍	d	on	2	don	1
鈎	qg	rv	0	qgằv	0
鈏	j	rn	2	jӑn	2
鈐	c	im	0	cìm	1
鈑	p	an	1	pán	1
鈒	đ	am	3	đap	2
鈒	s	am	3	sap	2
鈒	kx	om	3	kxop	2
鈓	j	rm	1	jắm	0
鈔	ṭx	av	0	ṭxàv	2
鈕	qn	rv	1	qnắv	1
鈖	f	rn	0	fằn	0
鈗	v	rn	1	vắn	0
鈘	g	rj	1	gắj	0
鈙	c	rm	0	cằm	1
鈚	px	rj	0	pxằj	2
鈚	px	i	0	pxì	2
鈛	kv	o	0	kvò	0
鈜	hv	rg	0	hvằg	1
鈝	j	rm	0	jằm	0
鈞	kv	rn	0	kvằn	1
鈞	kxv	rn	0	kxvằn	1
鈟	t	iv	2	tiv	0
鈠		ig	3	ik	1
鈡	ṭ	ug	0	ṭùg	0
鈢	ṣ	aj	1	ṣáj	0
鈣	kx	oj	2	kxoj	0
鈤	j	rn	3	jӑt	0
鈥	f	o	1	fó	0
鈦	tx	aj	2	txaj	0
鈧	kx	og	2	kxog	0
鈨		yn	0	ỳn	0
鈩	l	u	0	lù	0
鈪	q	ag	3	qak	0
鈫	m	rn	0	mằn	0
鈬	d	og	3	dok	0
鈭	ŧ	i	0	ŧì	2
鈮	n	ej	0	nèj	0
鈮	n	ej	2	nej	0
鈯	d	rn	3	dӑt	1
鈰	ẓ	ej	1	ẓéj	0
鈱	m	rn	0	mằn	1
鈲	k	u	0	kù	0
鈳	kx	o	0	kxò	1
鈴	l	ig	0	lìg	1
鈴	ql	ig	0	qlìg	1
鈴	ql	ig	1	qlíg	1
鈵	p	ig	2	pig	1
鈶	đ	i	2	đi	1
鈷	k	u	1	kú	1
鈷	k	u	0	kù	1
鈸	b	rn	3	bӑt	1
鈸	b	un	3	but	1
鈹	b	i	0	bì	1
鈹	px	i	0	pxì	1
鈺	j	ug	3	juk	0
鈻	ḍ	ej	2	ḍej	0
鈼	đ	og	3	đok	1
鈽	p	u	0	pù	0
鈾	j	rv	0	jằv	0
鈾	qj	rv	1	qjắv	0
鈿	d	in	0	dìn	2
鈿	d	in	2	din	2
鉀	k	am	3	kap	2
鉁	ṭ	rn	0	ṭằn	0
鉂	ṣ	ej	1	ṣéj	0
鉃	ẓ	ej	2	ẓej	0
鉄	tx	in	3	txit	0
鉅	c	y	2	cy	1
鉆	ṭx	im	0	ṭxìm	2
鉇	ṣ	ej	0	ṣèj	0
鉇	ẓ	e	0	ẓè	0
鉈	tx	a	0	txà	2
鉈	d	o	0	dò	2
鉈	tx	o	1	txó	2
鉈	ṣ	i	0	ṣì	2
鉈	ẓ	e	0	ẓè	2
鉉	h	yn	1	hýn	1
鉊	ṭ	iv	0	ṭìv	1
鉋	b	av	0	bàv	2
鉌	hv	o	0	hvò	1
鉍	p	i	2	pi	2
鉍	p	in	3	pit	2
鉎	s	rg	0	sằg	2
鉏	ḍ	o	0	ḍò	2
鉏	ḍ	y	0	ḍỳ	2
鉏	ṭ	y	1	ṭý	2
鉐	ẓ	eg	3	ẓek	1
鉑	b	og	3	bok	0
鉒	ṭ	y	2	ṭy	1
鉓	ṭx	ig	3	ṭxik	0
鉔	ṭ	am	3	ṭap	0
鉕	px	o	1	pxó	0
鉖	d	ug	0	dùg	1
鉗	c	im	0	cìm	1
鉗	kx	im	1	kxím	1
鉘	w	rn	3	wӑt	0
鉙	ṭ	aj	1	ṭáj	0
鉚	m	av	1	máv	0
鉛		yn	0	ỳn	1
鉜	w	rv	0	wằv	1
鉝	l	am	3	lap	0
鉞		yn	3	yt	1
鉟	px	i	0	pxì	2
鉠	qj	og	0	qjòg	2
鉡	b	un	2	bun	0
鉢	p	un	3	put	1
鉣	k	im	3	kip	1
鉤	qg	rv	0	qgằv	1
鉥	ẓ	on	3	ẓot	0
鉦	ṭ	ig	0	ṭìg	1
鉦	ṭ	ig	2	ṭig	1
鉧	m	u	1	mú	0
鉨	n	rj	1	nắj	0
鉩	ṣ	aj	1	ṣáj	0
鉪	d	rj	2	dӑj	0
鉫	k	a	0	kà	0
鉬	m	ug	3	muk	0
鉭	tx	an	1	txán	0
鉭	t	an	2	tan	0
鉮	ẓ	rn	0	ẓằn	0
鉯		ej	1	éj	0
鉰	ṣ	ej	0	ṣèj	0
鉱	kx	og	2	kxog	0
鉲	kx	a	0	kxà	0
鉳	p	rg	3	pӑk	0
鉵	d	ug	0	dùg	1
鉶	h	ig	0	hìg	1
鉷	h	ug	0	hùg	1
鉸	k	av	1	káv	3
鉸	k	av	2	kav	3
鉹	ṭx	i	1	ṭxí	2
鉺		ej	1	éj	0
鉻	ql	og	3	qlok	2
鉻	k	og	3	kok	2
鉻	l	og	3	lok	2
鉼	p	eg	1	pég	1
鉼	b	ig	0	bìg	1
鉽	ṣ	ig	3	ṣik	1
鉾	m	rv	0	mằv	0
鉿	x	a	0	xà	1
鉿	h	om	3	hop	1
